id,employee_id,emp_code,date,check_in_time,check_out_time,shift_id,expected_start_time,expected_end_time,total_working_minutes,total_working_hours,is_present,is_late,is_early_departure,late_minutes,early_departure_minutes,status,notes,created_at,updated_at,processed_by,leave_id,leave_type,holiday_name
80,4,2581,2024-12-19,2024-12-19 11:12:22.000000,2024-12-19 16:05:57.000000,1.0,08:00:00.000000,17:00:00.000000,293,4.88,1,1,1,192,54,late,,2025-06-23 15:13:16.902908,2025-06-23 15:13:16.902912,,,,
81,4,2581,2024-12-20,2024-12-20 10:22:52.000000,2024-12-20 16:09:19.000000,1.0,08:00:00.000000,17:00:00.000000,346,5.77,1,1,1,142,50,late,,2025-06-23 15:13:16.911527,2025-06-23 15:13:16.911532,,,,
82,4,2581,2024-12-21,,,,,,0,0.0,0,0,0,0,0,absent,,2025-06-23 15:13:16.922493,2025-06-23 15:13:16.922499,,,,
83,4,2581,2024-12-22,,,,,,0,0.0,0,0,0,0,0,absent,,2025-06-23 15:13:16.930987,2025-06-23 15:13:16.930992,,,,
84,4,2581,2024-12-23,2024-12-23 10:53:11.000000,2024-12-23 16:07:56.000000,1.0,08:00:00.000000,17:00:00.000000,314,5.23,1,1,1,173,52,late,,2025-06-23 15:13:16.939632,2025-06-23 15:13:16.939637,,,,
85,4,2581,2024-12-24,2024-12-24 11:19:26.000000,2024-12-24 16:05:07.000000,1.0,08:00:00.000000,17:00:00.000000,285,4.75,1,1,1,199,54,late,,2025-06-23 15:13:16.947798,2025-06-23 15:13:16.947808,,,,
86,4,2581,2024-12-25,,,,,,0,0.0,0,0,0,0,0,absent,,2025-06-23 15:13:16.956097,2025-06-23 15:13:16.956102,,,,
87,4,2581,2024-12-26,,,,,,0,0.0,0,0,0,0,0,absent,,2025-06-23 15:13:16.964920,2025-06-23 15:13:16.964925,,,,
88,4,2581,2024-12-27,,,,,,0,0.0,0,0,0,0,0,absent,,2025-06-23 15:13:16.972790,2025-06-23 15:13:16.972794,,,,
89,4,2581,2024-12-28,,,,,,0,0.0,0,0,0,0,0,absent,,2025-06-23 15:13:16.980270,2025-06-23 15:13:16.980275,,,,
90,4,2581,2024-12-29,,,,,,0,0.0,0,0,0,0,0,absent,,2025-06-23 15:13:16.988971,2025-06-23 15:13:16.988978,,,,
91,4,2581,2024-12-30,2024-12-30 10:22:31.000000,2024-12-30 15:50:27.000000,1.0,08:00:00.000000,17:00:00.000000,327,5.45,1,1,1,142,69,late,,2025-06-23 15:13:16.998720,2025-06-23 15:13:16.998727,,,,
92,4,2581,2024-12-31,,,1.0,,,0,0.0,0,0,0,0,0,absent,,2025-06-23 15:13:17.007496,2025-06-24 12:31:12.462726,,,,
93,4,2581,2025-01-01,,,1.0,,,0,0.0,0,0,0,0,0,absent,,2025-06-23 15:13:19.726345,2025-06-24 12:31:15.547637,,,,
94,4,2581,2025-01-02,,,1.0,,,0,0.0,0,0,0,0,0,absent,,2025-06-23 15:13:19.734460,2025-06-24 12:31:15.557175,,,,
95,4,2581,2025-01-03,,,1.0,,,0,0.0,0,0,0,0,0,absent,,2025-06-23 15:13:19.743090,2025-06-24 12:31:15.566039,,,,
96,4,2581,2025-01-04,,,1.0,,,0,0.0,0,0,0,0,0,absent,,2025-06-23 15:13:19.751295,2025-06-24 12:31:15.574476,,,,
97,4,2581,2025-01-05,,,1.0,,,0,0.0,0,0,0,0,0,day_off,,2025-06-23 15:13:19.759674,2025-06-24 12:31:15.583384,,,,
98,4,2581,2025-01-06,2025-01-06 07:54:59.000000,2025-01-06 17:16:59.000000,1.0,08:00:00.000000,17:00:00.000000,562,9.37,1,0,0,0,0,present,,2025-06-23 15:13:19.768631,2025-06-24 12:31:15.592895,,,,
99,4,2581,2025-01-07,2025-01-07 07:54:58.000000,2025-01-07 17:07:18.000000,1.0,08:00:00.000000,17:00:00.000000,552,9.2,1,0,0,0,0,present,,2025-06-23 15:13:19.777602,2025-06-24 12:31:15.602532,,,,
100,4,2581,2025-01-08,2025-01-08 07:59:50.000000,2025-01-08 17:10:03.000000,1.0,08:00:00.000000,17:00:00.000000,550,9.17,1,0,0,0,0,present,,2025-06-23 15:13:19.787987,2025-06-24 12:31:15.611947,,,,
